-39,1,0,2,8,2,5,8,4,2,0,1,2,1,3,1,0
-25,1,0,4,7,1,4,4,0,0,0,2,3,2,3,1,3
-31,1,0,2,3,4,7,1,0,0,2,0,2,0,0,0,0
-20,0,0,1,0,0,7,8,0,1,0,0,1,0,3,1,1
-18,2,3,1,0,2,0,8,0,0,2,1,0,4,2,0,1
-5,0,2,1,0,6,1,0,0,0,0,1,0,1,2,1,3
-8,1,0,0,0,2,0,3,0,0,0,0,1,0,1,0,1
11,1,1,2,0,0,0,0,0,0,0,2,0,2,1,1,0
-1,2,0,0,0,3,4,3,0,1,0,0,1,2,0,2,0
28,0,2,3,0,3,0,4,0,0,2,2,0,3,2,2,1
-38,2,3,4,0,4,6,0,0,0,1,0,1,1,2,1,2
-27,2,1,0,0,6,0,2,0,0,0,0,3,0,1,0,1
-36,0,0,4,0,0,4,8,0,1,1,0,1,1,3,0,1
-26,0,3,0,0,5,2,5,0,1,0,2,1,2,1,4,1
-15,1,3,2,0,0,1,2,0,0,0,1,1,0,0,3,2
-14,2,3,2,0,6,3,1,0,0,0,1,0,2,0,1,1
-37,2,2,0,0,6,6,8,0,0,2,1,1,1,0,0,2
-31,2,0,4,0,0,5,0,0,0,0,0,1,2,1,3,2
-8,0,2,3,0,5,3,1,1,0,1,2,1,1,1,1,3
-6,2,1,1,1,5,1,6,1,0,2,0,1,0,1,5,3
1,0,1,1,1,5,6,0,1,0,1,0,0,2,2,2,1
-12,0,1,3,1,2,7,6,1,1,1,2,1,1,2,0,2
-16,1,2,0,1,2,6,7,1,1,0,0,2,0,3,1,0
3,0,3,1,1,5,1,0,1,0,0,2,1,1,1,1,0
10,0,3,4,1,2,5,5,1,0,1,1,1,2,1,1,1
-6,0,1,2,1,5,5,5,1,1,1,0,1,3,1,3,0
-16,0,2,3,1,5,6,7,1,0,1,2,1,1,2,3,0
-4,0,2,2,1,1,4,4,1,0,0,1,2,1,3,1,2
9,1,0,3,1,1,0,5,1,0,1,2,2,1,0,2,1
