4,4,4,4,4,4,4,4,4,2,0,4,2,1,4,2,2
-46,4,4,4,4,4,4,4,4,1,1,0,0,1,3,2,1
-44,4,4,4,4,4,4,4,4,0,2,1,1,0,3,1,2
-42,4,4,1,4,4,4,4,4,0,0,0,0,2,2,3,1
-50,4,4,4,4,4,4,4,4,0,0,1,2,1,0,2,1
-42,4,4,4,4,4,4,4,4,2,0,0,0,3,1,3,2
-46,4,4,4,4,4,1,4,4,0,2,0,0,3,4,2,1
-56,4,4,4,4,4,4,8,4,0,0,2,1,0,2,3,0
-29,4,4,6,4,4,4,4,4,2,0,0,1,1,4,2,1
-56,4,4,4,4,4,4,5,4,0,0,0,1,1,0,3,0
-46,4,4,4,4,4,4,4,4,1,0,0,1,0,1,5,3
6,4,4,4,4,4,4,4,4,2,0,2,2,1,4,3,4
-42,2,4,4,4,4,4,4,4,0,1,0,3,2,1,0,2
-27,4,4,4,4,4,4,4,4,0,2,0,3,1,0,4,0
-50,4,4,4,4,4,4,4,4,0,0,1,0,1,1,2,2
-23,4,4,4,4,4,4,4,4,0,2,1,1,3,0,1,4
-42,4,4,4,4,4,4,4,4,1,0,1,3,0,1,2,3
-35,4,4,0,4,4,4,4,4,2,0,0,0,0,2,1,3
-25,4,4,4,4,4,4,4,4,0,0,1,1,4,0,3,2
-46,4,4,4,4,4,4,4,4,0,3,0,1,2,0,0,5
-21,4,4,4,4,4,4,4,4,1,2,1,1,4,1,2,1
-48,4,4,4,4,4,4,4,4,0,1,1,2,0,0,3,1
-48,4,4,4,4,4,4,4,4,2,1,0,0,2,1,2,0
-21,4,4,1,4,4,4,4,4,0,1,0,2,1,1,4,1
-13,4,4,4,4,4,4,4,4,1,0,3,2,3,1,3,4
