-46,4,4,4,4,4,4,4,4,0,1,0,1,2,3,0,2
-44,4,4,4,4,4,4,4,4,0,1,2,1,1,1,1,5
-42,1,4,4,4,4,4,4,4,0,0,0,2,0,3,1,2
-50,3,4,4,4,4,4,4,4,1,0,0,0,2,1,2,0
-29,4,4,4,4,4,4,4,4,1,1,0,2,0,0,4,1
-46,4,4,4,4,4,4,4,4,0,0,2,3,2,1,0,1
-29,4,4,4,4,4,4,4,4,0,0,3,0,0,4,0,2
-42,4,4,4,4,4,4,4,4,1,1,1,2,3,1,1,1
-54,4,4,4,4,4,4,4,4,0,0,1,1,0,0,3,0
-21,4,4,4,4,4,4,4,4,0,1,1,0,2,3,2,4
-52,4,4,4,4,4,4,4,4,0,1,1,1,0,1,1,1
-28,4,4,1,4,4,2,4,4,1,0,1,2,1,0,3,1
-40,4,4,4,4,4,4,4,4,0,0,1,3,1,1,3,5
-48,4,4,4,4,4,4,4,4,0,0,0,1,2,0,3,2
-50,4,4,4,4,4,4,4,4,0,1,0,0,0,2,1,3
-46,4,4,4,4,4,4,4,4,0,0,2,1,3,0,1,2
-15,4,4,4,4,4,4,4,4,1,1,2,1,1,3,4,3
-44,4,4,4,4,4,4,4,4,0,1,1,1,1,2,1,3
-46,4,4,4,4,6,4,4,4,0,2,1,1,1,2,2,2
-56,4,4,4,4,4,4,2,4,0,1,0,0,0,0,1,0
-44,4,4,4,4,4,4,4,4,0,1,0,0,2,2,2,3
-46,4,4,4,4,4,4,4,4,0,1,0,0,1,2,3,2
-44,4,4,4,4,4,4,4,4,0,0,2,3,2,1,1,1
-48,4,4,4,4,4,4,4,4,0,0,1,0,2,3,0,2
-19,4,4,4,4,4,4,4,4,0,2,1,0,1,4,3,3
-52,4,4,4,4,4,4,4,4,1,0,0,0,2,1,1,1
-48,4,4,4,4,4,4,4,4,0,0,1,0,2,1,3,1
-46,4,4,4,4,4,3,3,4,1,0,1,1,0,2,1,1
-40,4,4,4,4,4,4,4,4,1,1,3,0,2,1,1,3
-54,4,4,4,4,4,4,8,4,0,1,2,0,2,2,1,1
-40,4,4,4,4,4,4,4,4,2,1,1,0,0,3,2,3
-48,4,4,4,4,4,4,4,4,0,0,1,0,2,2,1,2
-48,4,4,4,4,4,4,4,4,0,1,0,0,3,1,2,1
-40,4,4,4,4,4,4,4,4,1,1,2,2,0,3,0,3
-40,4,4,4,4,4,4,4,4,0,2,0,2,2,3,2,1
-40,4,4,4,4,4,4,4,4,1,0,1,2,3,1,2,2
-50,4,4,4,4,4,4,4,4,1,0,1,1,1,0,2,1
-38,4,4,4,4,4,3,4,4,0,1,1,2,2,1,2,3
-36,4,4,4,4,4,4,4,4,2,1,1,1,2,3,2,2
-44,4,4,4,4,4,4,4,4,0,0,2,2,2,3,1,0
-42,4,4,4,4,4,4,4,4,0,0,1,2,1,2,3,2
-50,4,4,4,4,4,4,4,4,0,0,0,1,1,0,3,2
-52,4,4,4,4,4,4,4,4,0,0,1,2,0,1,1,1
-23,4,4,4,4,4,4,4,4,1,1,1,0,1,2,2,4
-34,4,4,4,4,4,4,4,4,2,2,1,2,2,1,2,3
-19,4,4,4,4,4,4,4,4,0,2,0,2,2,3,1,4
-50,4,6,4,4,4,4,4,4,0,0,2,1,0,2,2,2
-40,4,4,4,4,4,4,4,4,0,3,1,0,1,2,2,3
-42,4,4,4,4,4,4,4,4,2,0,0,2,0,2,3,2
-62,4,7,4,4,4,4,4,4,0,0,1,1,0,1,1,0
-42,4,4,3,4,4,4,4,4,0,2,2,3,1,1,0,1
-52,4,4,4,4,4,3,4,4,0,1,0,0,1,2,0,1
-44,4,4,4,4,4,4,4,4,0,0,1,0,3,1,3,2
-50,4,4,4,4,4,4,4,4,0,1,1,0,2,0,0,3
-48,4,4,4,4,4,4,4,4,0,1,0,2,1,2,0,2
-44,4,4,4,4,4,4,4,4,0,0,1,0,2,2,3,2
-21,4,4,4,4,4,4,4,4,0,2,0,4,1,2,2,2
-4,4,4,1,4,4,4,4,4,0,0,2,1,1,0,4,4
-38,4,4,4,4,4,4,4,4,0,2,1,0,1,3,3,3
-42,4,4,4,4,4,4,4,4,0,0,0,2,1,3,2,3
-44,4,4,4,4,4,4,4,4,0,1,0,2,0,3,3,1
-48,8,4,4,4,4,4,4,4,0,2,0,2,3,2,1,2
-48,4,4,4,4,4,6,4,4,1,0,0,1,1,2,3,2
-48,4,4,4,4,4,3,4,4,0,0,0,0,2,2,1,2
-60,4,4,4,4,8,4,4,4,0,0,0,2,2,0,1,1
-42,4,4,4,4,4,4,4,4,1,0,0,2,2,2,2,2
-50,4,4,4,4,4,4,4,4,0,1,1,1,0,1,1,2
-52,4,4,4,4,4,4,4,4,0,0,1,1,0,0,1,3
-52,4,4,4,4,4,4,4,4,0,1,1,1,2,0,1,0
-48,4,4,4,4,4,4,4,4,0,0,1,2,1,2,2,0
-44,4,4,4,4,4,4,4,4,1,0,3,0,1,0,2,3
-52,4,4,4,4,4,4,4,4,0,0,0,1,1,1,2,1
-38,4,4,4,4,4,4,4,4,0,1,1,1,2,2,3,3
-29,8,4,4,4,4,4,4,4,0,2,0,3,1,2,1,4
-25,4,4,4,4,4,4,4,4,0,1,1,2,0,1,2,4
-38,4,4,4,4,4,4,5,5,0,1,1,3,3,2,3,2
-56,4,4,5,5,5,5,5,5,1,2,1,2,3,1,0,0
-46,4,4,4,4,4,4,5,5,0,0,0,1,1,3,3,3
-58,4,5,5,5,5,5,5,5,0,2,0,1,1,2,2,2
-40,4,4,4,4,4,5,5,5,2,1,2,1,2,3,3,1
-66,4,5,5,5,5,5,5,4,1,0,1,0,2,0,1,0
-44,8,4,4,4,4,4,4,4,0,0,2,2,2,3,2,3
-44,4,4,4,4,4,4,4,4,1,2,1,0,2,0,2,2
-25,4,4,4,4,4,4,4,4,0,2,1,1,2,0,4,1
-41,4,0,4,4,4,4,4,4,0,0,1,1,0,2,0,1
-46,4,4,4,4,4,4,4,4,0,1,1,2,3,0,1,1
-48,4,4,4,4,4,4,4,4,1,0,0,1,2,1,2,1
-54,4,4,4,4,4,5,5,5,0,1,1,1,0,3,2,0
-68,8,5,5,5,5,5,5,5,0,0,2,2,0,0,4,1
-33,4,4,4,4,5,5,2,5,1,0,1,2,1,3,2,1
-56,4,4,5,5,5,5,5,5,1,1,1,1,2,1,1,2
-46,4,4,4,4,4,4,5,5,2,0,1,2,0,1,4,1
-68,8,5,5,5,5,5,5,5,0,1,0,1,1,2,1,3
-64,5,5,5,5,5,4,4,4,0,1,0,1,1,1,1,0
-46,4,4,4,4,4,4,4,4,0,0,1,3,0,1,2,2
-40,4,4,4,4,4,4,4,4,0,1,0,1,3,3,2,2
-13,4,4,4,4,4,4,4,4,1,0,2,4,2,3,3,2
-50,4,4,4,4,4,4,4,4,1,1,1,1,0,0,1,2
-72,8,8,4,4,4,5,5,5,0,0,0,1,2,2,0,2
-70,2,5,5,5,5,5,6,5,0,0,0,0,0,1,2,0
-42,4,4,4,4,4,4,4,5,1,0,1,3,2,2,1,2
-54,4,5,5,5,5,5,5,5,0,1,0,2,1,3,3,2
-60,5,5,5,5,5,5,4,4,0,0,0,3,2,1,0,2
-46,4,4,4,4,4,4,4,4,1,1,0,1,0,1,2,3
-42,4,4,4,4,4,4,4,1,1,0,1,2,1,1,2,2
-28,4,4,1,1,1,1,1,1,0,0,0,0,1,3,4,4
-30,1,1,1,1,5,1,1,1,0,2,4,0,2,0,4,3
-12,1,1,8,1,4,1,1,1,0,0,2,2,0,0,1,1
-42,4,4,4,4,1,1,1,1,1,2,1,0,0,4,3,4
-12,1,1,5,1,1,1,1,1,0,1,1,0,0,0,0,2
-22,1,5,1,5,1,1,1,1,0,2,0,1,1,3,3,3
-12,1,1,1,1,1,1,1,1,0,1,2,2,0,4,3,2
35,1,1,4,4,4,1,1,1,1,0,1,1,4,1,1,1
16,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,5
18,1,1,1,1,1,1,1,1,1,0,1,1,3,1,4,2
-8,1,1,1,1,1,1,1,1,1,0,2,2,0,2,3,2
0,1,1,1,1,1,1,1,1,0,2,2,1,2,1,3,3
