6.0
13.0
15.0
36.0
26.0
26.0
19.0
15.0
-6.0
-3.0
7.0
34.0
18.0
37.0
4.0
-11.0
6.0
22.0
36.0
10.0
6.0
1.0
14.0
30.0
37.0
-6.0
20.0
20.0
21.0
11.0
33.0
14.0
15.0
19.0
13.0
33.0
4.0
18.0
40.0
6.0
17.0
17.0
34.0
42.0
24.0
36.0
26.0
36.0
37.0
10.0
26.0
53.0
35.0
32.0
28.0
15.0
24.0
44.0
17.0
-2.0
21.0
15.0
37.0
14.0
38.0
21.0
21.0
44.0
50.0
1.0
28.0
16.0
60.0
18.0
33.0
10.0
58.0
24.0
9.0
7.0
18.0
6.0
30.0
3.0
1.0
-11.0
20.0
7.0
25.0
14.0
20.0
27.0
0.0
22.0
11.0
24.0
34.0
15.0
4.0
18.0
10.0
19.0
37.0
9.0
-8.0
14.0
-8.0
3.0
41.0
15.0
8.0
28.0
14.0
-2.0
-6.0
-8.0
28.0
-26.0
51.0
5.0
4.0
20.0
4.0
34.0
28.0
7.0
60.0
17.0
30.0
55.0
31.0
13.0
23.0
41.0
25.0
9.0
27.0
41.0
2.0
18.0
28.0
9.0
63.0
60.0
12.0
38.0
28.0
27.0
-15.0
9.0
15.0
29.0
30.0
15.0
38.0
13.0
4.0
19.0
32.0
11.0
27.0
40.0
4.0
15.0
21.0
40.0
29.0
12.0
4.0
12.0
-4.0
28.0
60.0
65.0
22.0
19.0
24.0
33.0
47.0
2.0
1.0
6.0
22.0
30.0
7.0
37.0
53.0
42.0
44.0
17.0
7.0
31.0
17.0
46.0
47.0
20.0
20.0
26.0
14.0
10.0
21.0
37.0
-8.0
27.0
33.0
26.0
27.0
30.0
-1.0
0.0
-1.0
18.0
34.0
22.0
12.0
-1.0
25.0
11.0
20.0
18.0
11.0
42.0
7.0
43.0
29.0
53.0
21.0
30.0
15.0
1.0
11.0
11.0
32.0
3.0
17.0
37.0
7.0
-10.0
2.0
9.0
42.0
4.0
44.0
25.0
23.0
