tensor(14.)
tensor(25.)
tensor(31.)
tensor(17.)
tensor(8.)
tensor(5.)
tensor(38.)
tensor(5.)
tensor(-2.)
tensor(-15.)
tensor(12.)
tensor(27.)
tensor(4.)
tensor(6.)
tensor(43.)
tensor(-5.)
tensor(25.)
tensor(-10.)
tensor(6.)
tensor(20.)
tensor(24.)
tensor(-5.)
tensor(31.)
tensor(37.)
tensor(28.)
tensor(15.)
tensor(37.)
tensor(11.)
tensor(42.)
tensor(20.)
tensor(49.)
tensor(18.)
tensor(18.)
tensor(24.)
tensor(51.)
tensor(21.)
tensor(21.)
tensor(13.)
tensor(54.)
tensor(47.)
tensor(27.)
tensor(8.)
tensor(22.)
tensor(19.)
tensor(32.)
tensor(59.)
tensor(36.)
tensor(13.)
tensor(4.)
tensor(37.)
tensor(25.)
tensor(-11.)
tensor(4.)
tensor(49.)
tensor(25.)
tensor(26.)
tensor(38.)
tensor(40.)
tensor(33.)
tensor(35.)
tensor(44.)
tensor(-4.)
tensor(-7.)
tensor(14.)
tensor(8.)
tensor(21.)
tensor(26.)
tensor(27.)
tensor(21.)
tensor(2.)
tensor(-11.)
tensor(16.)
tensor(0.)
tensor(19.)
tensor(5.)
tensor(7.)
tensor(32.)
tensor(59.)
tensor(22.)
tensor(37.)
tensor(42.)
tensor(29.)
tensor(9.)
tensor(22.)
tensor(17.)
tensor(41.)
tensor(0.)
tensor(53.)
tensor(22.)
tensor(25.)
tensor(43.)
tensor(-6.)
tensor(-1.)
tensor(46.)
tensor(17.)
tensor(30.)
tensor(-3.)
tensor(-6.)
tensor(34.)
tensor(27.)
