33,2,6,2,6,6,5,6,6,0,1,0,0,1,5,1,6
-33,6,2,2,2,4,7,2,2,0,0,0,0,0,3,0,2
105,2,2,2,2,2,4,4,4,0,1,1,2,0,1,1,3
-74,4,4,7,7,7,7,7,7,0,2,0,1,1,3,3,3
-88,6,7,7,7,4,7,7,7,0,2,0,0,1,2,0,3
-96,7,7,7,7,7,7,7,7,0,2,0,2,1,2,0,1
-90,3,7,7,7,7,7,7,7,1,0,1,2,0,0,0,3
-46,7,4,3,3,3,3,3,3,0,0,1,2,0,4,1,0
-76,3,3,7,7,7,7,7,7,0,1,1,1,1,1,2,3
-92,7,7,7,7,7,7,7,7,0,0,1,0,1,2,3,3
-88,7,7,7,7,7,7,7,7,0,1,0,0,1,4,2,4
-102,7,7,7,7,7,8,7,7,1,0,0,0,2,0,2,1
-92,7,7,7,7,7,7,7,7,1,1,0,2,2,0,3,1
-98,7,7,7,7,7,7,7,7,1,1,1,2,0,1,0,1
-100,7,7,7,7,7,7,7,7,0,0,0,0,1,1,2,2
-88,7,7,7,7,7,7,7,7,1,1,3,2,1,2,0,2
-94,7,7,7,7,7,6,7,7,1,0,0,1,1,2,2,1
-84,7,7,7,7,7,7,7,7,0,0,1,1,4,2,2,4
-102,7,7,7,7,7,7,7,7,0,0,0,1,0,4,0,0
-100,7,7,7,7,7,7,7,7,0,0,1,0,2,0,0,3
-94,7,7,7,7,7,6,7,7,1,0,0,0,0,2,3,2
-82,7,7,7,7,7,7,7,7,1,1,1,2,1,3,4,2
-64,7,7,7,7,7,7,3,3,0,0,1,1,0,2,3,2
42,7,7,3,3,3,3,3,3,1,0,1,0,0,0,1,3
-14,7,7,3,3,3,3,3,3,0,0,0,2,1,2,3,3
-28,7,3,3,3,3,6,3,3,0,0,1,0,1,3,2,3
-20,7,3,3,3,3,3,3,3,1,2,1,1,1,2,3,0
-40,7,3,3,3,3,3,3,3,0,1,1,1,2,1,1,1
-22,3,3,3,3,3,3,3,3,1,0,0,3,0,1,0,1
-42,7,3,3,3,3,3,3,3,0,1,0,2,1,0,1,2
12,7,3,3,3,3,3,3,3,0,1,3,1,1,0,0,1
36,7,3,3,3,3,3,3,3,0,0,3,2,2,0,4,3
-58,3,3,4,4,8,8,2,2,0,0,0,2,0,2,1,0
115,0,3,0,0,0,0,0,0,0,1,0,2,0,3,1,2
46,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1
123,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1
-23,3,0,3,0,0,0,2,0,0,1,2,1,0,5,1,2
309,0,0,0,2,0,2,2,0,0,0,0,2,1,1,2,2
101,2,0,2,0,2,2,2,2,1,1,2,1,2,1,4,2
-22,2,2,2,2,2,2,2,2,0,1,3,1,1,0,1,4
-22,2,2,2,2,2,2,2,2,1,0,1,0,3,3,0,1
-30,2,2,2,7,7,7,7,7,0,2,2,5,1,0,3,2
-27,2,2,2,7,7,2,4,2,0,0,1,0,2,3,3,2
-43,4,2,4,4,4,7,4,7,0,1,1,0,0,0,4,0
-68,4,4,7,4,2,7,7,7,1,2,2,1,0,1,0,1
148,0,2,0,0,0,0,0,0,0,1,0,2,1,2,1,4
5,0,0,0,0,0,1,0,0,0,1,0,2,0,1,4,2
130,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1
88,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1
-2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,2,2
21,1,5,0,0,0,2,0,0,0,1,0,2,1,3,1,2
35,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,3
69,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1
15,0,0,0,0,0,0,0,0,1,2,1,2,0,3,2,4
115,0,0,0,0,0,0,0,0,1,0,0,2,0,2,4,1
131,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0
-12,0,0,0,0,0,0,0,0,1,0,2,0,2,1,2,3
168,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0
36,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1
-10,0,0,0,0,0,0,0,0,0,1,0,3,1,2,2,1
-10,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2
146,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5
69,0,0,0,0,8,0,0,0,0,2,1,0,1,0,2,1
161,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3
-5,0,0,0,0,0,0,0,0,0,2,1,0,0,2,4,1
30,0,0,0,0,0,0,0,0,0,1,3,0,1,2,2,1
-8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,2
138,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
10,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
-4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1
-24,8,0,0,0,0,0,0,0,0,2,1,0,1,2,0,3
75,0,0,0,0,0,6,0,0,0,0,1,2,0,2,1,2
137,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
29,0,0,0,0,0,5,0,0,0,0,2,1,0,0,3,2
39,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2
76,0,0,0,0,0,0,7,0,0,0,0,1,0,4,3,3
293,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0
39,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,1
199,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,3
-29,0,0,0,0,7,0,0,0,0,1,1,1,1,2,3,3
48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2
110,0,0,0,0,0,0,0,0,1,1,2,0,1,1,4,0
41,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0
-6,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2
81,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0
62,0,0,0,0,0,0,0,0,1,0,0,4,4,2,1,2
-22,0,4,0,0,0,0,0,0,0,0,3,1,0,2,3,3
68,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1
46,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,3
-3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3
-17,0,0,0,0,0,0,0,0,1,1,2,1,2,3,0,1
206,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1
64,0,0,0,0,0,7,0,0,0,0,2,2,1,4,2,3
3,0,0,0,0,0,0,8,0,1,1,0,2,3,2,0,4
-104,0,8,8,8,8,8,8,8,1,0,0,0,3,0,0,2
-106,8,8,8,8,8,8,8,8,0,1,2,2,1,0,0,5
-76,8,8,8,8,0,0,0,0,0,0,1,1,2,2,2,2
224,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0
73,0,0,0,0,0,6,2,0,0,1,0,0,1,0,1,2
78,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
