-13,1,1,4,1,1,1,4,1
11,2,1,2,1,1,1,1,1
-10,1,3,4,1,1,4,5,1
41,1,1,0,1,1,2,1,1
11,0,1,1,1,1,1,3,1
7,1,1,2,1,2,6,1,1
32,1,0,1,1,1,1,3,1
20,1,0,1,1,1,1,4,1
2,1,1,1,1,3,1,1,1
-4,0,2,3,1,1,1,1,1
4,1,1,3,1,1,1,1,1
11,0,1,4,1,1,4,1,1
24,1,1,1,1,1,1,0,1
6,1,1,1,1,1,1,1,1
7,1,1,1,1,1,6,1,1
4,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1
-34,1,1,1,1,4,0,8,1
0,1,1,1,1,3,0,1,1
-24,2,3,1,1,1,1,4,1
11,1,1,1,1,1,1,0,1
5,0,3,1,1,1,1,1,1
-9,1,1,1,1,3,5,1,1
-18,1,1,0,1,4,0,1,1
35,0,1,1,1,1,1,1,1
7,0,1,1,1,1,6,1,1
-11,1,1,3,1,1,1,1,1
0,1,1,1,1,1,1,1,1
2,1,3,2,1,1,1,1,1
