-14,0,8,1,1,4,1,1,1
-25,1,1,6,6,6,4,3,2
-19,2,1,2,2,1,5,5,2
30,1,3,2,1,1,2,2,1
-9,1,2,2,1,3,2,1,1
-8,2,1,0,1,1,1,8,1
39,1,1,1,1,1,1,1,1
2,1,1,1,1,0,0,1,1
-11,2,1,3,1,1,1,1,1
4,1,2,1,1,1,0,1,1
-2,1,1,4,1,1,1,1,1
-6,1,3,1,1,5,1,1,1
19,1,1,1,1,2,1,1,1
24,1,1,1,1,2,1,1,1
11,1,1,3,1,4,1,1,1
3,2,3,1,1,1,7,1,1
4,0,1,1,1,1,4,1,1
-19,0,1,1,1,6,1,1,1
-11,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1
2,1,1,0,1,1,1,1,1
-6,1,1,3,1,2,4,1,1
-6,1,1,1,1,1,7,1,1
15,1,1,1,1,1,1,1,1
22,1,1,1,1,3,0,1,1
-29,1,1,2,1,6,1,8,1
-17,2,1,1,1,3,7,1,1
7,2,1,1,1,6,1,1,1
-13,1,0,1,1,5,1,3,1
7,0,2,4,1,0,1,1,1
4,1,1,1,1,1,4,1,1
33,2,1,4,1,1,1,1,1
-7,1,1,1,1,1,1,1,1
22,1,3,1,1,1,1,1,1
9,1,1,1,1,1,1,4,1
-13,2,1,1,1,5,1,1,1
14,1,0,1,1,4,2,5,1
2,2,1,1,1,1,1,1,1
-18,1,3,1,1,0,7,7,1
24,1,0,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1
-6,1,1,0,1,1,1,8,1
-13,1,1,1,1,1,4,0,1
13,1,1,1,1,1,1,4,1
17,1,1,1,1,1,1,1,1
-19,2,3,0,1,1,4,1,1
-17,1,1,1,1,1,7,1,1
-9,1,1,1,1,1,0,1,1
13,1,2,4,1,1,1,1,1
13,0,1,1,1,4,1,1,1
17,1,1,1,1,1,1,1,1
-6,1,1,1,1,5,1,1,1
20,2,1,4,1,1,3,1,1
20,1,1,1,1,5,1,1,1
11,1,0,1,1,1,1,1,1
15,1,3,1,1,1,1,1,1
0,0,2,1,1,1,1,0,1
-10,1,1,1,1,2,7,0,1
2,1,0,1,1,1,3,1,1
-9,1,1,4,1,1,0,1,1
17,1,1,1,1,1,1,1,1
20,1,1,1,1,1,0,1,1
-34,1,1,1,1,1,1,7,1
-5,1,1,2,1,1,2,1,1
2,1,1,1,1,4,1,3,1
26,1,1,1,1,1,4,3,1
24,1,1,4,1,1,1,1,1
-5,2,0,1,1,1,1,2,1
0,2,2,1,1,1,1,1,1
-15,1,1,1,1,5,1,1,1
13,1,1,1,1,1,1,1,1
11,1,3,1,1,2,3,1,1
39,1,0,1,1,1,1,1,1
9,1,3,0,1,5,1,1,1
19,1,1,1,1,1,2,1,1
-7,1,2,1,1,1,2,1,1
6,1,1,1,1,1,1,1,1
-12,0,1,1,1,1,7,1,1
-8,1,1,1,1,1,7,6,1
61,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,6,1
4,0,1,1,1,1,1,3,1
35,1,1,0,1,1,1,1,1
15,2,1,1,1,1,1,1,1
17,0,0,1,1,1,1,1,1
11,0,1,3,1,1,1,1,1
-13,1,1,1,1,1,1,6,1
27,1,1,1,1,1,7,1,1
-24,1,1,1,1,1,6,1,1
-7,2,1,1,1,0,1,1,1
5,1,1,4,1,1,5,1,1
22,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1
4,1,1,1,1,4,1,1,1
13,1,0,1,1,6,2,1,1
13,1,1,0,1,1,3,7,1
-34,2,3,3,1,4,2,7,1
-30,2,0,3,1,1,4,1,1
-2,2,1,1,1,1,3,7,1
7,0,1,1,1,1,1,8,1
-13,1,2,1,1,2,6,5,1
-9,1,0,1,1,1,4,1,1
-26,2,1,4,1,1,1,1,1
-2,1,1,1,1,1,1,7,1
26,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1
0,1,3,2,1,1,1,1,1
28,1,1,1,1,1,1,1,1
2,1,1,4,1,1,1,1,1
-7,2,1,2,1,0,1,1,1
10,1,1,1,1,1,4,3,1
-13,1,3,1,1,1,1,3,1
9,0,1,1,1,1,4,2,1
28,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1
26,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1
18,1,2,0,1,3,1,7,1
-2,1,1,3,1,1,1,1,1
37,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1
-2,0,1,3,1,1,1,4,1
-9,1,1,1,1,1,1,1,1
-17,2,1,1,1,1,1,1,1
-2,1,0,1,1,1,6,1,1
3,1,0,1,1,6,5,1,1
-4,0,1,1,1,1,6,5,1
-4,1,1,1,1,1,1,8,1
-23,2,1,2,1,1,6,8,1
5,1,0,1,1,6,1,1,1
20,0,1,2,1,3,1,1,1
-20,0,1,1,1,1,2,1,1
9,1,3,1,1,2,1,1,1
15,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1
28,1,1,1,1,1,1,1,1
-2,1,3,1,1,1,1,1,1
31,1,1,1,1,1,1,7,1
-15,1,3,1,1,1,2,1,1
24,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1
-23,1,1,1,1,4,1,8,1
-6,2,1,0,1,1,7,1,1
-23,1,3,1,1,1,0,8,1
-4,1,1,1,1,1,7,1,1
4,1,1,1,1,1,2,1,1
-15,1,1,1,1,1,1,7,1
2,1,1,1,1,2,1,1,1
31,0,1,0,1,1,1,1,1
-4,1,1,1,1,1,1,5,1
23,1,1,4,1,4,1,1,1
22,2,1,3,1,1,1,1,1
13,1,1,2,1,1,1,1,1
-4,1,1,1,1,4,1,8,1
0,0,1,4,1,1,3,1,1
17,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,5,1
9,1,1,0,1,1,0,1,1
28,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1
33,1,1,1,1,5,1,1,1
2,0,1,1,1,1,1,1,1
26,1,2,1,1,1,1,1,1
4,1,1,3,1,1,1,1,1
11,1,3,2,1,1,1,1,1
32,1,1,2,1,1,1,1,1
20,1,1,1,1,1,6,1,1
36,1,1,1,1,1,3,1,1
11,1,1,3,1,0,1,1,1
-17,1,0,0,1,1,5,1,1
4,1,1,1,1,1,1,1,1
-1,1,1,1,1,1,7,1,1
9,0,0,2,1,1,3,1,1
1,0,1,1,1,2,1,1,1
7,1,3,0,1,1,1,1,1
-38,1,2,2,1,6,1,7,1
6,1,0,1,1,1,1,1,1
11,1,1,1,1,2,6,1,1
13,1,1,1,1,1,0,1,1
7,1,1,3,1,6,1,1,1
32,1,2,1,1,1,3,3,1
-7,1,2,1,1,1,1,1,1
9,0,2,1,1,1,1,1,1
18,1,2,1,1,0,1,1,1
3,1,1,1,1,1,0,1,1
-3,2,0,1,1,4,1,1,1
26,1,1,1,1,1,1,1,1
-15,1,3,1,1,0,2,1,1
33,1,1,1,1,0,1,1,1
26,1,1,1,1,0,1,1,1
-25,1,1,1,1,1,1,8,1
-30,1,1,2,1,1,1,8,1
-9,0,1,1,1,1,1,1,1
-12,0,1,1,1,1,7,1,1
0,2,1,4,1,1,1,1,1
11,1,1,1,1,5,1,1,1
2,1,1,1,1,1,5,1,1
2,1,1,4,1,1,1,1,1
13,0,1,1,1,1,1,1,1
-33,1,2,3,1,6,1,8,1
0,1,0,1,1,1,1,6,1
-9,2,1,1,1,1,1,1,1
0,1,1,1,1,3,1,4,1
13,1,1,1,1,0,1,3,1
36,1,1,1,1,1,1,3,1
28,1,1,1,1,1,2,1,1
28,1,1,1,1,1,1,1,1
17,1,1,2,1,1,1,1,1
26,1,1,1,1,5,1,1,1
-4,1,1,1,1,1,7,1,1
6,1,1,1,1,1,1,1,1
17,1,1,1,1,2,1,1,1
13,1,1,1,1,3,1,6,1
28,1,1,1,1,1,1,1,1
-7,1,1,1,1,1,1,8,1
-17,1,1,2,1,1,5,1,1
28,1,1,1,1,1,1,1,1
-11,2,1,1,1,1,1,4,1
0,1,1,1,1,4,1,4,1
9,1,3,1,1,0,1,1,1
6,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1
29,1,1,1,1,1,6,1,1
19,1,1,1,1,1,0,2,1
4,1,2,2,1,1,1,1,1
22,2,3,1,1,1,2,1,1
-9,1,1,1,1,1,1,1,1
-21,1,1,1,1,2,7,1,1
24,1,3,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1
5,1,0,1,1,0,1,1,1
-11,1,0,1,1,6,1,1,1
13,1,1,1,1,0,1,1,1
11,1,1,0,1,1,1,3,1
17,1,1,1,1,1,1,1,1
18,1,3,1,1,6,1,1,1
2,1,1,1,1,3,1,1,1
9,1,1,1,1,1,5,1,1
13,1,1,1,1,1,1,1,1
1,0,1,3,1,5,1,1,1
-9,0,3,1,1,1,1,3,1
27,1,1,1,1,1,5,0,1
-9,1,3,1,1,3,1,1,1
-23,1,1,0,1,4,1,5,1
-2,1,1,1,1,1,1,5,1
17,1,1,1,1,1,1,1,1
-5,1,1,1,1,1,1,3,1
0,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1
9,1,0,1,1,1,0,1,1
28,1,1,1,1,3,1,1,1
-2,1,1,1,1,6,1,1,1
15,1,2,1,1,1,1,1,1
-19,1,0,3,1,1,1,8,1
-12,1,0,1,1,1,1,8,1
-15,0,1,1,1,4,1,1,1
9,1,0,1,1,1,1,1,1
-5,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1
9,1,1,1,1,1,7,1,1
0,1,1,1,1,5,1,1,1
9,0,1,1,1,1,0,1,1
26,1,1,1,1,1,1,1,1
-10,1,0,1,1,1,5,1,1
15,1,1,1,1,1,1,4,1
-21,1,1,1,1,5,5,2,1
15,1,1,0,1,1,1,1,1
16,1,1,0,1,1,7,1,1
-10,0,1,1,1,1,6,1,1
5,1,3,1,1,1,1,7,1
7,0,1,0,1,1,5,2,1
37,1,1,2,1,1,1,1,1
-15,2,2,1,1,4,3,1,1
24,1,1,0,1,1,1,1,1
-6,1,0,4,1,1,1,1,1
-7,1,1,0,1,0,1,0,1
17,0,1,1,1,1,1,1,1
-22,2,1,2,1,1,1,1,1
19,1,1,2,1,1,0,1,1
61,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1
11,0,1,1,1,1,1,1,1
-4,1,1,1,1,1,1,1,1
-8,1,1,1,1,5,1,4,1
17,0,1,1,1,1,1,1,1
2,0,0,1,1,1,1,1,1
-2,1,1,1,1,1,6,1,1
-6,2,1,1,1,1,7,1,1
6,1,1,4,1,3,1,1,1
-25,1,2,4,1,5,1,8,1
-9,1,1,3,1,1,1,1,1
15,1,1,1,1,1,1,1,1
2,1,2,1,1,1,1,1,1
7,1,0,1,1,1,1,1,1
18,1,0,0,1,1,5,1,1
21,1,1,1,1,1,1,2,1
46,1,1,1,1,1,1,0,1
9,0,1,3,1,3,1,1,1
11,1,0,1,1,1,1,5,1
10,1,1,2,1,1,1,1,1
15,1,3,1,1,1,1,1,1
0,1,1,4,1,1,1,1,1
-16,1,1,1,1,1,1,1,1
-2,1,1,1,1,1,5,1,1
-24,1,2,1,1,4,1,1,1
6,1,1,1,1,1,1,1,1
29,0,3,1,1,1,1,6,1
15,1,3,3,1,1,1,4,1
-19,1,3,4,1,1,6,4,1
6,1,1,1,1,1,1,1,1
28,1,1,1,1,1,2,1,1
-11,1,1,2,1,5,1,1,1
28,1,2,0,1,1,0,1,1
37,1,1,1,1,1,1,1,1
1,1,1,3,1,6,3,1,1
0,1,1,1,1,1,3,1,1
9,1,1,1,1,1,6,1,1
9,1,0,1,1,1,6,1,1
26,0,1,1,1,1,1,1,1
11,1,3,0,1,1,1,1,1
26,1,1,0,1,2,1,1,1
4,1,1,1,1,1,1,1,1
-17,1,1,1,1,5,0,1,1
11,1,2,1,1,3,1,1,1
28,2,1,1,1,1,1,1,1
1,0,1,3,1,4,1,2,1
18,0,0,1,1,1,6,1,1
46,1,1,1,1,1,1,1,1
20,1,0,1,1,5,1,1,1
-9,1,1,1,1,1,1,4,1
10,1,1,1,1,1,1,8,1
32,1,3,0,1,1,3,1,1
24,1,1,1,1,1,1,1,1
-17,1,1,2,1,1,1,7,1
15,1,2,3,1,1,1,1,1
-5,1,1,1,1,1,3,1,1
24,0,1,1,1,1,1,1,1
7,1,1,1,1,1,6,1,1
16,1,1,1,1,1,1,2,1
-2,1,1,1,1,0,1,1,1
-26,1,3,1,1,1,1,6,1
4,1,1,1,1,4,1,1,1
-18,1,1,1,1,1,1,1,1
-7,1,1,1,1,1,1,1,1
2,1,1,1,1,4,1,1,1
21,2,1,2,1,1,1,1,1
0,1,1,4,1,2,1,1,1
3,1,0,1,1,1,6,1,1
4,1,1,0,1,1,1,1,1
0,0,1,3,1,5,1,1,1
-11,1,1,3,1,1,1,1,1
15,1,1,1,1,1,1,1,1
24,2,2,1,1,1,1,1,1
16,1,0,1,1,1,3,5,1
22,1,1,0,1,1,1,1,1
24,1,1,1,1,1,1,1,1
-26,1,0,2,1,1,5,1,1
-20,1,1,1,1,1,1,1,1
0,1,1,4,1,1,1,1,1
-11,1,1,1,1,1,1,4,1
-13,0,1,2,1,1,4,1,1
-13,1,2,1,1,5,1,1,1
4,1,1,1,1,4,1,1,1
48,1,1,0,1,1,1,1,1
26,1,1,1,1,1,3,1,1
39,2,1,1,1,1,2,1,1
37,0,1,2,1,1,1,1,1
13,1,1,1,1,1,1,1,1
