83,7,6,8,8,5,4,4,2,0,0,0,1,3,0,2,2
18,2,2,2,2,2,2,2,2,1,1,0,1,1,3,1,1
38,2,2,2,2,2,2,2,2,1,1,0,1,2,2,1,0
29,2,2,2,2,0,0,1,0,0,0,1,2,1,1,2,1
39,0,2,2,2,2,2,2,2,0,1,0,1,1,2,2,3
54,2,2,3,3,3,3,3,3,0,1,3,2,3,3,2,2
46,3,3,6,3,3,3,3,3,1,1,0,1,4,4,3,5
36,3,3,3,3,3,3,3,3,0,0,1,1,1,1,1,1
45,3,3,3,3,3,2,2,2,0,0,0,1,0,0,2,3
54,2,2,2,7,7,4,2,2,1,1,1,1,1,3,2,2
33,2,2,2,2,2,2,2,2,0,1,0,0,1,3,0,2
33,2,2,2,2,2,2,2,2,0,0,0,3,1,0,3,2
33,2,2,2,2,2,2,2,2,0,1,0,0,3,0,2,1
31,2,2,2,2,2,2,2,2,0,2,0,1,0,1,1,1
40,2,2,2,2,2,2,2,2,0,0,2,3,0,1,3,2
22,2,2,2,2,2,2,2,2,0,1,0,0,1,1,1,1
34,2,2,2,2,2,8,2,2,1,1,1,3,0,0,1,4
31,0,2,2,2,2,0,0,0,1,0,0,0,1,0,0,0
30,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0
33,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0
28,0,0,0,0,0,0,0,0,0,1,2,1,0,3,1,1
33,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1
32,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1
36,0,2,8,0,0,0,0,0,0,1,0,0,1,1,1,1
37,6,0,0,0,0,0,0,0,2,0,1,0,2,0,1,3
36,0,0,0,0,0,2,2,2,1,1,0,3,1,0,0,2
21,0,0,2,2,2,2,2,2,0,1,1,3,1,3,0,1
51,2,2,2,2,2,2,2,2,1,0,0,2,2,0,0,2
42,2,2,2,2,2,2,2,2,0,0,0,1,2,0,1,2
35,2,2,2,2,2,2,2,2,1,0,0,1,0,2,0,4
24,2,2,2,2,2,2,2,2,1,0,1,1,0,1,0,4
46,2,2,2,2,2,2,7,2,0,1,0,1,2,2,2,1
37,2,7,0,0,0,0,0,0,0,1,0,3,2,1,1,1
33,0,0,0,0,0,3,3,3,0,1,0,0,3,2,2,0
40,8,0,0,0,0,0,3,0,0,0,1,1,1,0,0,1
34,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,1
32,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2
32,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
32,1,0,0,0,0,0,0,0,1,0,1,2,2,0,1,1
29,0,0,0,0,2,0,0,0,0,1,2,1,3,2,2,3
27,1,0,0,0,1,1,1,1,0,0,2,1,0,2,2,1
42,1,1,1,1,1,1,1,1,1,1,0,2,1,3,1,2
52,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
24,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3
28,1,1,1,1,1,1,1,1,0,2,0,2,2,1,2,1
34,1,1,1,1,1,1,1,1,0,1,0,0,1,0,2,1
34,1,1,1,1,7,1,1,1,1,2,0,1,3,0,0,0
26,1,4,1,1,1,1,1,1,0,1,0,2,1,2,2,2
40,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
40,1,6,1,1,1,1,1,1,1,1,0,0,1,0,4,2
40,1,0,5,5,1,1,1,1,0,2,0,0,2,1,2,2
32,1,1,4,1,2,1,1,1,0,1,1,2,1,2,1,2
40,1,1,1,1,1,1,7,1,1,1,2,0,1,0,3,2
44,1,1,1,1,1,1,1,1,1,0,3,3,1,1,1,2
36,1,1,1,1,1,1,3,1,0,1,0,1,1,2,1,0
28,1,1,0,1,1,1,1,1,0,0,2,3,0,0,3,1
28,1,1,1,1,1,1,1,1,2,2,1,1,0,2,2,2
42,1,1,1,1,1,1,1,1,0,1,1,0,3,1,1,0
46,7,1,1,1,1,1,1,1,0,1,0,1,0,1,2,2
30,1,1,1,1,1,1,1,1,0,1,0,1,2,2,0,3
